GPCR,COMPOUND_ID,ACTIVITY_TYPE,STANDARD_VALUE,smiles
P30968,123301,Ki,-2.04,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4ccc(cc4)CNc5ncccn5)C(CCC2(C)C)(C)C
P30968,392709,Ki,-1.65,CN[C@@H](Cn1c(=O)c2c(n(c1=O)Cc3c(cccc3F)F)CCN(C2)Cc4ccc(cc4)Cl)c5ccccc5
P30968,432262,Ki,-2.57,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@@H](C)CNCc3ccccc3)c4cccc(c4)OC
P32238,430336,IC50,-10,c1ccc2c(c1)C(=NC(C(=O)N2)Cc3c[nH]c4c3cc(cc4)F)c5ccccc5F
P30968,168563,IC50,0.52,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)nn[nH]7)C
P30968,179953,Ki,-5.61,c1ccc(cc1)[C@H](Cn2c(=O)n(c(=O)n(c2=O)c3ccc4c(c3)nsn4)Cc5c(cccc5F)F)N
P30968,414514,IC50,-0.25,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)C4CCNC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc5cccnc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C
P30968,452293,IC50,-4.04,c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)CCOc5cccc6c5[nH]c(=S)[nH]6
P30968,393577,Ki,-4,Cc1c2ccccc2sc1CN3CCc4c(c(=O)n(c(=O)[nH]4)CCN(C)CCc5ccccn5)C3
P30968,185785,IC50,0.22,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnsn4)OCCC5OCCO5
P30968,250770,IC50,-2.23,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)C(=O)CN6CCN(CC6)CC(=O)N7CCCC7)C
P30968,45883,IC50,0.05,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnccn4)OCCC5CCCCN5)C
P30968,423291,Ki,-0.57,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@H](C)CNCc3ccccc3OC)c4cccc(c4F)OC
P30968,196079,IC50,-1.57,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)OC
P30968,313946,IC50,-0.11,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CCC(CC4)(C)C)[C@H](C)CNCCCCc5ccncc5)C
P30968,539167,Ki,-0.36,COc1cccc(c1Cl)c2c(=O)n(c(=O)n(n2)Cc3c(cccc3F)C(F)(F)F)C[C@@H](c4ccccc4)N
P30968,495189,IC50,-1.83,Cc1c(c(n[nH]1)C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,435262,IC50,-0.32,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCCCc6cncc7c6cccc7)C
P30968,493344,IC50,-1.26,CCCn1cc(nc1C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,211752,IC50,-2.7,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3cccc(c3)OC)CN(C)Cc4ccccc4)Cc5ccccc5
P30968,298937,IC50,-0.3,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCCC(N5)C(F)(F)F
P30968,236550,Ki,-3.39,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC5CCCNC5)C2
Q99705,568361,IC50,-10,CC(c1ccc(cc1)CN2CCC3(CC2)c4cnc(cc4CO3)F)(c5ccc(c(c5)F)F)O
P30968,488478,IC50,-3.65,c1cc2c(c(c1)N3CCN(CC3)CCOc4ccc5c(c4)[nH]c(=S)[nH]5)nc([nH]2)C(F)(F)F
P30968,64148,Ki,-3.04,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCNCCc3ccccn3)c4cccc(c4)OC
P30968,50546,Ki,-0.72,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C)CN(C)CCc4ccccn4)c5cccc(c5)OC
P30968,312995,IC50,-0.64,CCS(=O)(=O)N1CCN(CC1)C(=O)C(C)(C)c2ccc3c(c2)c(c([nH]3)c4cc(cc(c4)C)C)[C@H](C)CNCCCCc5ccncc5
P30968,417363,IC50,-1.36,CCN(CC)C(=O)c1ccc2c(c1)c(c([nH]2)c3cc(cc(c3)C)C)CCNCCCCc4cccnc4
P30968,362283,Ki,-2.34,c1ccc(cc1)C(Cn2c(=O)c(c3n(c2=O)C(CS3)c4ccccc4F)c5ccccc5F)N
P30968,242399,Ki,-1.3,CCc1ccc(cc1)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CCN(C)CCc5ccccn5)C2
P30968,168498,IC50,0.52,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)nc([nH]7)C(=O)OC)C
O43193,33827,Ki,-10,c1ccc(cc1)CC[C@H](C(=O)N)NC(=O)C2C=CC3(CCNCC3)n4n2c(=O)n(c4=O)Cc5ccc6c(c5)OCO6
P30968,235050,Ki,-2.48,CC(C)(C)c1ccc(cc1)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CCN(C)CCc5ccccn5)C2
P30968,413245,IC50,-0.18,Cc1cc(cc(c1)c2c(c3c([nH]2)CCN(C3)C(=O)Cc4c(cccc4F)C(F)(F)F)[C@H](C)CNCCc5ccc(cc5)c6[nH]nnn6)C
P30968,21704,IC50,-2.6,CC(C)Cn1c(=O)c2c(c(sc2n(c1=O)Cc3c(cccc3F)F)c4ccc(cc4)OC)CN(C)Cc5ccccc5
P30968,337865,Ki,-1.79,CCC(CC)OC(=O)c1cn(c2cc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)OC)Cc5ccccc5F
P30968,70851,Ki,-2.36,CCOC(=O)c1cn(c2nc(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)Cc5ccccc5F
P30968,236137,Ki,-3.26,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CCN(C)CC(C)C)C2
P30968,69914,Ki,-3.34,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC)CN5CCCC5
P30968,456279,Ki,-4,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)CNCCC(=O)O)N
P30968,438897,Ki,0.62,CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CNC(=O)C[C@@H]3C(=O)N[C@H](CCNC(=O)CNC(=O)CC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N3)Cc4c[nH]c5c4cccc5)Cc6ccc(cc6)Cl)NC(=O)C)C(=O)N[C@@H](C(=O)N1)Cc7ccc8ccccc8c7)C(=O)N)CCCN=C(N)N
P30968,409138,IC50,-0.35,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)NC(=O)[C@@H](CC(=O)N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P30968,494968,Ki,-2.04,COc1cccc(c1)n2c(=O)c(nn(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F
P30968,475660,IC50,-1.38,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5ccc6cccnc6c5
P30968,119856,Ki,-2.15,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4ccc(cc4)CN)C(CCC2(C)C)(C)C
P30968,321376,Ki,-0.72,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C)N(C)CCc3ccccn3)c4cccc(c4)OC
P30968,68988,Ki,-2.04,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccc5)c6ccc7c(c6)OCO7
P30968,509267,Ki,-1.18,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)N(C)C)c4cccc(c4F)OCCCCC(=O)O
P30968,115365,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)COC(=O)C)C
P30968,179460,Ki,-1.11,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4ccc(cc4)SC
P41143,608812,IC50,-10,Cc1cccc2c1C(=O)[C@@H]3[C@H]4CCCN4CC[C@@H]3O2
P30968,44627,IC50,-0.85,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(=O)N(CC(C)C)CC(C)C)CCNCCCCc4ccncc4)C
P30968,70276,Ki,-2.48,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC)CN(C)CC#N
O95136,115131,IC50,-10,CCCCCCCCc1ccc(cc1)CCC(CCS(=O)(=O)O)N
P30968,392603,Ki,-2.91,CN(CCc1ccccn1)CCn2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CCN(C3)Cc5ccc(cc5)S(=O)(=O)C
P30968,190676,Ki,-3.15,COc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4S(=O)(=O)N5CCOCC5)F
P30968,1091580,IC50,-1.64,CC(C)(C)c1ccc(cc1)c2cn3cccc(c3n2)N4CCN(CC4)Cc5cnc6ccccc6n5
Q9Y5N1,1084584,Ki,-10,CCOC(=O)c1c(noc1c2ccc3cc(ccc3n2)CCN4CCC[C@H]4C)C
P30968,266716,Kd,0.62,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@H](Cc4ccc(cc4)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C
P30968,52278,IC50,0.05,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCCCN5)C
Q9Y5N1,497031,Ki,-10,CC(C)n1c2ccc(cc2cc1C(=O)N3CCC(CC3)(F)F)OC4CCN(CC4)C(C)C
P30968,365012,Ki,-0.48,Cc1ccc(s1)c2c(n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F)C
P30968,332355,Ki,-0.61,CC(=O)Nc1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5ccccc5)CN(C)Cc6ccccc6
P30968,115425,Ki,-1.62,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CN)C(CCC2(C)C)(C)C
P30556,37768,IC50,-10,CCCC1=NC(C(=O)N1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)(C(F)(F)F)C(F)(F)F
P30968,360472,Ki,-2.76,COc1cccc(c1)n2c(=O)n(c(=O)n(c2=O)Cc3c(cccc3F)F)CCC(c4cccnc4)N
P30968,208904,IC50,-2.6,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5ccc(cc5)F
P30968,119185,Ki,-1.97,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C3CCCC3)N)c4cccc(c4F)OC
P08908,490,Kd,-10,c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F
P30968,22300,Ki,-3.68,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)CCc3ccccn3)c4ccc(c(c4)OC)OC
P30968,65769,IC50,0.4,CC(C)OC(=O)c1cn(c2nc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F
P30968,299348,Ki,-0.62,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C(=O)OC)CN(C)Cc4ccccn4)c5cccc(c5)OC
P32238,1773889,IC50,-10,Cc1ccc(cc1)c2c(cnc(n2)C(=O)N3CCN(CC3)c4cc5ccccc5nc4)c6ccc(c(c6)OC)OC
P30968,426058,Ki,-1.41,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)c5ccccc5
P30968,262557,IC50,-4,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)[N+](=O)[O-])Cc5c(cccc5F)F)c6ccccc6
P30968,306684,Ki,-1.15,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC)CN(C)CCc5ccccc5
P30968,417189,IC50,-1.76,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)NC(=O)Nc4cncnc4)OCC[C@@H]5CCCCN5)C
P30968,352782,IC50,-0.56,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCCCc6ccc7cnccc7c6)C
P21554,568807,Ki,-10,CC1(C(C1(C)C)C(=O)c2cn(c3c2cccc3)CCN4CCCC4)C
P30968,68698,Ki,-2.57,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccn5)c6cc(c(c(c6)OC)OC)OC
P30968,48674,IC50,0.15,c1cc2c(cc1c3c(c4cc(c(cc4nc3O)Cl)C(=O)Nc5ccncn5)OCC[C@@H]6CCCCN6)CCC2
P21730,519540,IC50,-10,c1ccc2c(c1)c(cs2)C(=O)N(CCc3ccc(cc3)Cl)C4CCC5(CC4)OCCO5
P30968,415279,Ki,-2.15,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N6CCC(CC6)C(=O)NCC#Cc7ccccc7
P30968,325233,Ki,-2.77,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@H](C)CN(C)CC3CC3)c4cccc(c4)OC
P30968,119546,Ki,-1.52,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5nccc(n5)NCC6CCCO6)C(CCC2(C)C)(C)C
P30968,265288,IC50,0,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCCCc6ccncc6)C
P30968,116576,Ki,-2.98,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](CCc3ccccc3)N)c4cccc(c4F)OC
P30559,25502,Ki,-10,CC(=O)N1CCC(CC1)Oc2ccc(cc2)CC(=O)N3CCC(CC3)N4c5ccccc5COC4=O
P30968,209836,IC50,-4,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)C)Cc4ccccc4OC
P30968,192912,Ki,0,COc1cccc(c1Cl)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F
P32245,188451,IC50,-10,C[C@H](CCc1cc(nn(c1=O)c2ccc(cc2)OC)Sc3ccc(cc3)Cl)NC(=O)[C@H]4CNCC[C@@H]4c5ccc6ccccc6c5
P11229,95983,IC50,-10,c1c(onc1Br)CO/N=C/2\CN3CCC2CC3.Cl
P30968,427500,IC50,-3.04,CCSc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)OC
P30968,359860,IC50,-2.6,CC(C)(C)NC(=O)CCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P08908,116314,Ki,-10,c1cc(ccc1N)N2CCN(CC2)C(=O)CCCCOc3ccc4c(c3)c(c[nH]4)CCN
P30968,165456,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)nc([nH]7)O)C
P30968,263004,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)ocn7)C
P30968,127502,Ki,-2.6,CCOC(=O)c1cn(c2cc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)OC)Cc5ccccc5F
P30968,340934,Ki,-5.26,CCC(CC)OC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)C#N)Cc5ccccc5F
P30968,236154,Ki,-4,c1cc(c(c(c1)F)Cn2c3c(c(=O)n(c2=O)C[C@H]4CCCN4)CN(CC3)Cc5ccc(cc5)Cl)F
P30968,282679,IC50,-1.3,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)OC)Cc5c(cccc5F)F)c6cccc(c6)OC
P30968,428323,Kd,0.46,CC(C)C[C@@H](C(=O)NC(CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H](CCCCNC(=O)c2cccnc2)NC(=O)[C@H](CCCCNC(=O)c3cccnc3)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P50406,187278,Ki,-10,CNCCc1cn(c2c1cccc2)S(=O)(=O)c3ccccc3
P30968,86805,IC50,0.1,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCCC4CC5)[C@H](C)CNCCCCc6ccncc6)C
P30968,372680,Ki,-0.6,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccccc4C(F)(F)F)N
P30968,22314,Ki,-1.18,CCc1ccc(o1)CN[C@@H](C)Cn2c(=O)c(c(n(c2=O)Cc3c(cccc3F)F)C)c4cccc(c4F)OC
P30968,120432,IC50,-1.78,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3[nH]c2=O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCN5
P30968,436906,Ki,-2.6,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N6CCC(CC6)C(=O)NCC#Cc7cccc(c7)C#CCNC(=O)C8CCN(CC8)C(=O)CN(Cc9ccccc9)Cc1c(nc2n1c(=O)c(cn2Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P47898,256693,Ki,-10,CC1c2ccccc2N=C(N1)NCC3COc4ccccc4O3
P30968,302769,Ki,-0.88,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC)CN(C)CCc5ccccn5
P30968,280212,IC50,-0.78,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)c5ccccc5)Cc6c(cccc6F)F)c7ccccc7
P30968,50380,IC50,-0.56,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(=O)N4C(CCC4C)C)CCNCCCCc5cccnc5)C
P30968,131127,Ki,-1.51,CCCC(=O)Nc1ccc(cc1)c2cc3n(cc(c(=O)n3c2CN(C)CCc4ccccn4)C(=O)NC5CCCCC5)Cc6ccccc6F
P35372,462556,Ki,-10,c1ccc(c(c1)C(c2ccccc2Cl)N3[C@H]4CC[C@H]3CC(C4)(CN)c5ccccn5)Cl
P30968,401632,Ki,-0.62,CC[C@@H](Cn1c(=O)c(c(n(c1=O)Cc2c(cccc2F)C(F)(F)F)C)c3cccc(c3F)OC)NC4CCCC4
P30968,182513,IC50,-2.2,c1ccc(cc1)Cn2c3ccc(cc3nc2SCCN4CCOCC4)S(=O)(=O)NCc5ccc(cc5)F
P30968,64212,Ki,-3.68,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN3CCC[C@@H]3Cc4ccccn4)c5cccc(c5)OC
P30968,370144,IC50,-2.2,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCCc4cccnc4
P30968,264574,IC50,-0.3,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)N(C)C(=O)NC)CN(C)Cc4ccccc4)Cc5ccccc5
P30968,48944,Ki,-3.23,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C)CN(C)C)c4cccc(c4)OC
P30968,212051,IC50,-2.3,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5ccccc5
P30968,123284,Ki,-1.04,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5nccc(n5)NCCCOC)C(CCC2(C)C)(C)C
P30968,116988,Ki,-2.3,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4cccc(c4)OC)F)Cc5ccccc5F
P28221,136548,IC50,-10,CN(c1ccccc1OC)C2CCN(CC2)CCN(c3ccccn3)C(=O)C4CCCCC4
P30968,11149,IC50,-2.23,Cc1cc(cc(c1)c2c(c3ccccc3[nH]2)CCNCCCCc4ccc(cc4)NS(=O)(=O)C)C
P28335,438611,Ki,-10,C[C@H]1c2cc(ccc2[C@@H]3[C@H]1CNC3)Cl
P35372,48974,Ki,-10,c1cc2c(cc1c3n[nH]nn3)[C@@]45CCCC[C@H]4[C@@H](C2=O)N(CC5)CC6CCC6
P30968,506877,Ki,-0.32,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)NCCCC(=O)O)c4cccc(c4F)OC
P28223,89070,Ki,-10,Cc1cc2c3c(c1)c4c(n3CCNC2)CCCC4
P30968,401080,IC50,-2.53,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCC(CC6)OCC(=O)N7CCOCC7)C
P34972,567942,Ki,-10,CCC1(CCCCC1)C(=O)Nc2cc(c(cn2)C)CN3CCOCC3
P30968,414899,IC50,-0.8,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)C(CN)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P30968,260552,Ki,-1.7,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC(c5ccccc5)NC)C2
P30556,112523,IC50,-10,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C)C(=O)O
P30968,371722,IC50,-1.8,Cc1cc(cc(c1OC)C)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N(CC(C)C)CC(C)C)[C@H](C)CNCCc4ccccc4
P30968,510538,Ki,-0.88,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCCC(=O)O)c4cccc(c4F)OC
P30968,523709,Ki,-2.34,c1ccc(cc1)[C@H](Cn2c(=O)c(c3n(c2=O)C(CS3)c4ccccc4F)c5ccccc5F)N
P29274,491321,Ki,-10,CC(C)Nc1ncc2c(n1)n(c(=O)n2Cc3c(cccc3F)F)c4cccc(c4)OC
P30968,320920,Ki,-2.45,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CC(C)NCc3ccccc3)c4cccc(c4)OC
P30968,293247,Ki,-3.23,CN(CCc1ccccn1)CCn2c(=O)c(cn(c2=O)Cc3c(cccc3F)F)c4cccc(c4)OC
P30968,367369,Ki,-3.48,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)N
P30968,196337,IC50,-2.26,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)CC(C)(C)C
P30968,433302,Ki,-1.76,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,261145,Ki,-1.6,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNC(=N)N)C(CCC2(C)C)(C)C
P30968,408759,Ki,-3.04,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)NCC(=O)NCC#Cc6cccc(c6)C#CCNC(=O)CNC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,211731,IC50,-0.9,CCC(=O)Nc1ccc(cc1)c2c(c3c(=O)c(cn(c3s2)Cc4c(cccc4F)F)C(=O)NC(C)C)CN(C)Cc5ccccc5
P30968,127384,Ki,-3.08,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OCC(C)C)C#N)Cc5cc(ccc5F)F
P30968,196288,IC50,-1.32,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)O
P30968,540207,Ki,-1.34,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](c3ccccc3)N)c4cccc(c4F)OC
P30968,262580,Ki,-2.58,Cc1c2ccccc2sc1CN3CCc4c(c(=O)n(c(=O)n4CC5CCCCC5)CCN(C)CCc6ccccn6)C3
P30968,178281,Ki,-0.75,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)NC)c4ccc5c(c4)OCO5
